"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6820","Happy Path: Inicio de sesión con capturas","chromium","Mon Jun 08 11:38:38 CST 2026","passed","Mon Jun 08 11:38:45 CST 2026","","login.spec.js","",""
